commission_date,agent_id,fund_id,commission_type,currency_code,commission_amount
2026-03-26,2,2,TRAIL,USD,217.04
2026-03-26,2,3,TRAIL,USD,249.69
2026-03-26,3,2,TRAIL,USD,14.84
2026-03-26,3,3,TRAIL,USD,67.85
2026-03-27,1,2,TRAIL,USD,43.26
2026-03-27,1,3,TRAIL,USD,11.04
2026-03-27,2,1,TRAIL,USD,127.19
2026-03-27,2,2,TRAIL,USD,220.47
2026-03-27,2,3,TRAIL,USD,216.11
2026-03-27,3,1,TRAIL,USD,107.89
2026-03-27,3,2,TRAIL,USD,330.62
2026-03-27,3,3,TRAIL,USD,80.77
2026-03-28,1,3,TRAIL,USD,256.6
2026-03-28,2,1,TRAIL,USD,295.47
2026-03-28,2,2,TRAIL,USD,157.48
2026-03-28,3,1,TRAIL,USD,41.35
2026-03-28,3,2,TRAIL,USD,131.83
2026-03-28,3,3,TRAIL,USD,194.47
2026-03-29,1,1,TRAIL,USD,123.92
2026-03-29,1,2,TRAIL,USD,59.45
2026-03-29,2,1,TRAIL,USD,72.42
2026-03-29,2,2,TRAIL,USD,228.77
2026-03-29,2,3,TRAIL,USD,82.38
2026-03-29,3,1,TRAIL,USD,487.58
2026-03-29,3,2,TRAIL,USD,495.27
2026-03-29,3,3,TRAIL,USD,28.24
2026-03-30,1,1,TRAIL,USD,73.1
2026-03-30,1,2,TRAIL,USD,133.27
2026-03-30,1,3,TRAIL,USD,237.14
2026-03-30,2,3,TRAIL,USD,407.83
2026-03-31,1,1,TRAIL,USD,17.56
2026-03-31,1,2,TRAIL,USD,142.95
2026-03-31,1,3,TRAIL,USD,280.05
2026-03-31,2,1,TRAIL,USD,4.2
2026-03-31,2,2,TRAIL,USD,21.79
2026-03-31,2,3,TRAIL,USD,503.72
2026-03-31,3,1,TRAIL,USD,104.28
2026-03-31,3,2,TRAIL,USD,201.67
2026-03-31,3,3,TRAIL,USD,12.79
