transaction_id,investor_id,agent_id,fund_id,transaction_type,transaction_status,trade_date,settlement_date,units,price,gross_amount,fee_amount,net_amount,currency_code,created_at,updated_at
179,39,2,1,REDEMPTION,SETTLED,2026-01-13,2026-01-15,28.376886,125.3418,-3556.81,0,-3556.81,USD,2026-01-13T10:00:00,
180,36,2,1,REDEMPTION,SETTLED,2026-01-13,2026-01-15,658.26109,39.9227,-26279.56,0,-26279.56,USD,2026-01-13T10:00:00,
181,49,3,1,SUBSCRIPTION,SETTLED,2026-01-13,2026-01-15,999.918437,45.3637,45360.0,0,45360.0,USD,2026-01-13T10:00:00,
182,6,1,1,REDEMPTION,SETTLED,2026-01-13,2026-01-15,190.074291,233.3133,-44346.86,0,-44346.86,USD,2026-01-13T10:00:00,
183,4,3,2,SUBSCRIPTION,SETTLED,2026-01-13,2026-01-15,50.477811,248.6861,12553.13,0,12553.13,USD,2026-01-13T10:00:00,
184,2,2,2,REDEMPTION,SETTLED,2026-01-14,2026-01-16,253.74714,165.9906,-42119.64,0,-42119.64,USD,2026-01-14T10:00:00,
185,9,2,1,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,235.281573,177.0573,41658.32,0,41658.32,USD,2026-01-14T10:00:00,
186,49,3,3,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,136.988854,227.4058,31152.06,0,31152.06,USD,2026-01-14T10:00:00,
187,17,3,1,REDEMPTION,SETTLED,2026-01-14,2026-01-16,151.143217,184.5363,-27891.41,0,-27891.41,USD,2026-01-14T10:00:00,
188,8,3,2,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,103.689374,67.2255,6970.57,0,6970.57,USD,2026-01-14T10:00:00,
189,5,1,1,REDEMPTION,SETTLED,2026-01-14,2026-01-16,183.852123,138.6529,-25491.63,0,-25491.63,USD,2026-01-14T10:00:00,
190,46,3,1,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,11.371966,94.6758,1076.65,0,1076.65,USD,2026-01-14T10:00:00,
191,12,1,3,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,276.045032,96.5449,26650.74,0,26650.74,USD,2026-01-14T10:00:00,
192,25,1,2,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,200.388181,99.5926,19957.18,0,19957.18,USD,2026-01-14T10:00:00,
193,23,3,1,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,229.59149,160.7817,36914.11,0,36914.11,USD,2026-01-14T10:00:00,
194,9,2,1,SUBSCRIPTION,SETTLED,2026-01-14,2026-01-16,107.072038,164.2709,17588.82,0,17588.82,USD,2026-01-14T10:00:00,
195,41,3,1,REDEMPTION,SETTLED,2026-01-15,2026-01-17,20.846806,196.2857,-4091.93,0,-4091.93,USD,2026-01-15T10:00:00,
196,3,3,2,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,178.64416,222.5897,39764.35,0,39764.35,USD,2026-01-15T10:00:00,
197,20,2,3,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,331.307704,123.6159,40954.9,0,40954.9,USD,2026-01-15T10:00:00,
198,49,3,3,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,93.675495,197.402,18491.73,0,18491.73,USD,2026-01-15T10:00:00,
199,18,1,1,REDEMPTION,SETTLED,2026-01-15,2026-01-17,211.410572,106.0052,-22410.62,0,-22410.62,USD,2026-01-15T10:00:00,
200,25,1,2,REDEMPTION,SETTLED,2026-01-15,2026-01-17,195.617191,129.4056,-25313.96,0,-25313.96,USD,2026-01-15T10:00:00,
201,6,1,3,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,88.816937,248.8236,22099.75,0,22099.75,USD,2026-01-15T10:00:00,
202,35,2,2,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,29.197975,168.6206,4923.38,0,4923.38,USD,2026-01-15T10:00:00,
203,29,1,3,REDEMPTION,SETTLED,2026-01-15,2026-01-17,78.648939,116.538,-9165.59,0,-9165.59,USD,2026-01-15T10:00:00,
204,3,3,3,REDEMPTION,SETTLED,2026-01-15,2026-01-17,73.23167,249.5561,-18275.41,0,-18275.41,USD,2026-01-15T10:00:00,
205,41,3,1,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,331.685884,97.1947,32238.11,0,32238.11,USD,2026-01-15T10:00:00,
206,2,2,1,REDEMPTION,SETTLED,2026-01-15,2026-01-17,297.203058,115.1615,-34226.35,0,-34226.35,USD,2026-01-15T10:00:00,
207,5,1,1,REDEMPTION,SETTLED,2026-01-15,2026-01-17,185.994812,101.8851,-18950.1,0,-18950.1,USD,2026-01-15T10:00:00,
208,39,2,1,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,478.352329,99.2832,47492.35,0,47492.35,USD,2026-01-15T10:00:00,
209,37,1,1,SUBSCRIPTION,SETTLED,2026-01-15,2026-01-17,123.594559,165.8946,20503.67,0,20503.67,USD,2026-01-15T10:00:00,
210,2,2,3,SUBSCRIPTION,SETTLED,2026-01-16,2026-01-18,115.025069,229.2502,26369.52,0,26369.52,USD,2026-01-16T10:00:00,
211,17,3,2,REDEMPTION,SETTLED,2026-01-16,2026-01-18,73.407162,156.8505,-11513.95,0,-11513.95,USD,2026-01-16T10:00:00,
212,13,2,1,SUBSCRIPTION,SETTLED,2026-01-16,2026-01-18,89.983961,51.4375,4628.55,0,4628.55,USD,2026-01-16T10:00:00,
213,6,1,3,REDEMPTION,SETTLED,2026-01-16,2026-01-18,289.768178,170.2815,-49342.16,0,-49342.16,USD,2026-01-16T10:00:00,
214,36,2,3,SUBSCRIPTION,SETTLED,2026-01-16,2026-01-18,328.3986,47.8013,15697.88,0,15697.88,USD,2026-01-16T10:00:00,
215,24,1,3,SUBSCRIPTION,SETTLED,2026-01-16,2026-01-18,246.239501,200.0958,49271.49,0,49271.49,USD,2026-01-16T10:00:00,
216,32,2,1,SUBSCRIPTION,SETTLED,2026-01-16,2026-01-18,237.70018,122.1774,29041.59,0,29041.59,USD,2026-01-16T10:00:00,
217,40,2,1,SUBSCRIPTION,SETTLED,2026-01-16,2026-01-18,112.651753,182.0641,20509.84,0,20509.84,USD,2026-01-16T10:00:00,
218,34,3,2,REDEMPTION,SETTLED,2026-01-16,2026-01-18,1492.539043,27.7002,-41343.63,0,-41343.63,USD,2026-01-16T10:00:00,
219,5,1,2,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,645.844271,40.8003,26350.64,0,26350.64,USD,2026-01-17T10:00:00,
220,50,1,1,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,1958.225854,23.2991,45624.9,0,45624.9,USD,2026-01-17T10:00:00,
221,34,3,1,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,38.134721,234.3371,8936.38,0,8936.38,USD,2026-01-17T10:00:00,
222,23,3,3,REDEMPTION,SETTLED,2026-01-17,2026-01-19,605.183099,70.1453,-42450.75,0,-42450.75,USD,2026-01-17T10:00:00,
223,9,2,3,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,207.785321,130.6176,27140.42,0,27140.42,USD,2026-01-17T10:00:00,
224,38,2,3,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,181.894312,182.9519,33277.91,0,33277.91,USD,2026-01-17T10:00:00,
225,37,1,1,REDEMPTION,SETTLED,2026-01-17,2026-01-19,114.309352,20.9108,-2390.3,0,-2390.3,USD,2026-01-17T10:00:00,
226,42,2,1,REDEMPTION,SETTLED,2026-01-17,2026-01-19,131.078754,163.3579,-21412.75,0,-21412.75,USD,2026-01-17T10:00:00,
227,41,3,3,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,380.248406,125.9068,47875.86,0,47875.86,USD,2026-01-17T10:00:00,
228,20,2,2,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,34.074107,115.5053,3935.74,0,3935.74,USD,2026-01-17T10:00:00,
229,30,2,1,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,37.091269,216.7564,8039.77,0,8039.77,USD,2026-01-17T10:00:00,
230,47,3,2,REDEMPTION,SETTLED,2026-01-17,2026-01-19,74.876882,98.9296,-7407.54,0,-7407.54,USD,2026-01-17T10:00:00,
231,21,1,1,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,202.964151,69.5005,14106.11,0,14106.11,USD,2026-01-17T10:00:00,
232,4,3,2,REDEMPTION,SETTLED,2026-01-17,2026-01-19,392.778673,110.3523,-43344.03,0,-43344.03,USD,2026-01-17T10:00:00,
233,21,1,3,REDEMPTION,SETTLED,2026-01-17,2026-01-19,213.54478,48.2422,-10301.87,0,-10301.87,USD,2026-01-17T10:00:00,
234,32,2,2,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,51.853885,104.3781,5412.41,0,5412.41,USD,2026-01-17T10:00:00,
235,16,2,1,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,43.653379,77.5255,3384.25,0,3384.25,USD,2026-01-17T10:00:00,
236,19,1,3,SUBSCRIPTION,SETTLED,2026-01-17,2026-01-19,148.711573,42.1444,6267.36,0,6267.36,USD,2026-01-17T10:00:00,
237,49,3,2,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,140.456438,146.8676,20628.5,0,20628.5,USD,2026-01-18T10:00:00,
238,24,1,3,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,168.785816,118.0851,19931.09,0,19931.09,USD,2026-01-18T10:00:00,
239,40,2,3,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,219.991507,33.2036,7304.51,0,7304.51,USD,2026-01-18T10:00:00,
240,22,3,3,REDEMPTION,SETTLED,2026-01-18,2026-01-20,657.62031,57.7739,-37993.29,0,-37993.29,USD,2026-01-18T10:00:00,
241,33,3,1,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,85.786691,89.9298,7714.78,0,7714.78,USD,2026-01-18T10:00:00,
242,34,3,2,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,1027.924744,43.5474,44763.45,0,44763.45,USD,2026-01-18T10:00:00,
243,11,2,2,REDEMPTION,SETTLED,2026-01-18,2026-01-20,455.00341,81.8162,-37226.65,0,-37226.65,USD,2026-01-18T10:00:00,
244,33,3,3,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,435.977801,81.9497,35728.25,0,35728.25,USD,2026-01-18T10:00:00,
245,24,1,2,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,326.573988,150.0885,49015.0,0,49015.0,USD,2026-01-18T10:00:00,
246,39,2,2,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,136.148094,243.2936,33123.96,0,33123.96,USD,2026-01-18T10:00:00,
247,47,3,1,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,58.118386,160.9661,9355.09,0,9355.09,USD,2026-01-18T10:00:00,
248,10,1,3,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,163.121067,178.125,29055.94,0,29055.94,USD,2026-01-18T10:00:00,
249,2,2,2,SUBSCRIPTION,SETTLED,2026-01-18,2026-01-20,47.917853,175.7201,8420.13,0,8420.13,USD,2026-01-18T10:00:00,
250,50,1,3,REDEMPTION,SETTLED,2026-01-19,2026-01-21,234.554442,186.6009,-43768.07,0,-43768.07,USD,2026-01-19T10:00:00,
251,46,3,1,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,114.139479,249.5495,28483.45,0,28483.45,USD,2026-01-19T10:00:00,
252,34,3,2,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,41.439641,228.9098,9485.94,0,9485.94,USD,2026-01-19T10:00:00,
253,35,2,2,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,250.982357,173.379,43515.07,0,43515.07,USD,2026-01-19T10:00:00,
254,40,2,2,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,90.866801,143.9408,13079.44,0,13079.44,USD,2026-01-19T10:00:00,
255,20,2,2,REDEMPTION,SETTLED,2026-01-19,2026-01-21,273.410558,127.3607,-34821.76,0,-34821.76,USD,2026-01-19T10:00:00,
256,23,3,3,REDEMPTION,SETTLED,2026-01-19,2026-01-21,528.559642,75.6298,-39974.86,0,-39974.86,USD,2026-01-19T10:00:00,
257,37,1,3,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,428.820359,104.6878,44892.26,0,44892.26,USD,2026-01-19T10:00:00,
258,50,1,1,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,83.210571,181.3939,15093.89,0,15093.89,USD,2026-01-19T10:00:00,
259,29,1,3,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,418.40048,58.4963,24474.88,0,24474.88,USD,2026-01-19T10:00:00,
260,36,2,3,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,33.821263,187.8138,6352.1,0,6352.1,USD,2026-01-19T10:00:00,
261,16,2,1,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,165.664746,163.1067,27021.03,0,27021.03,USD,2026-01-19T10:00:00,
262,7,3,2,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,139.191497,173.4861,24147.79,0,24147.79,USD,2026-01-19T10:00:00,
263,1,3,3,REDEMPTION,SETTLED,2026-01-19,2026-01-21,52.425968,166.6943,-8739.11,0,-8739.11,USD,2026-01-19T10:00:00,
264,31,2,3,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,553.877805,87.0802,48231.79,0,48231.79,USD,2026-01-19T10:00:00,
265,50,1,1,SUBSCRIPTION,SETTLED,2026-01-19,2026-01-21,66.096074,187.2848,12378.79,0,12378.79,USD,2026-01-19T10:00:00,
266,27,3,1,REDEMPTION,SETTLED,2026-01-20,2026-01-22,13.197901,210.6888,-2780.65,0,-2780.65,USD,2026-01-20T10:00:00,
267,12,1,3,REDEMPTION,SETTLED,2026-01-20,2026-01-22,210.399631,220.4184,-46375.95,0,-46375.95,USD,2026-01-20T10:00:00,
268,20,2,3,SUBSCRIPTION,SETTLED,2026-01-20,2026-01-22,514.259911,90.4101,46494.29,0,46494.29,USD,2026-01-20T10:00:00,
269,42,2,3,SUBSCRIPTION,SETTLED,2026-01-20,2026-01-22,1056.049564,42.208,44573.74,0,44573.74,USD,2026-01-20T10:00:00,
270,18,1,1,REDEMPTION,SETTLED,2026-01-20,2026-01-22,92.757049,185.4686,-17203.52,0,-17203.52,USD,2026-01-20T10:00:00,
271,46,3,1,SUBSCRIPTION,SETTLED,2026-01-20,2026-01-22,216.797557,80.8058,17518.5,0,17518.5,USD,2026-01-20T10:00:00,
272,12,1,3,REDEMPTION,SETTLED,2026-01-20,2026-01-22,215.635157,208.4776,-44955.1,0,-44955.1,USD,2026-01-20T10:00:00,
273,6,1,2,SUBSCRIPTION,SETTLED,2026-01-20,2026-01-22,229.828399,43.7469,10054.28,0,10054.28,USD,2026-01-20T10:00:00,
274,16,2,1,SUBSCRIPTION,SETTLED,2026-01-20,2026-01-22,65.69112,190.9016,12540.54,0,12540.54,USD,2026-01-20T10:00:00,
275,20,2,3,REDEMPTION,SETTLED,2026-01-20,2026-01-22,9.349908,166.884,-1560.35,0,-1560.35,USD,2026-01-20T10:00:00,
276,43,2,1,SUBSCRIPTION,SETTLED,2026-01-21,2026-01-23,50.533816,174.6577,8826.12,0,8826.12,USD,2026-01-21T10:00:00,
277,45,3,1,SUBSCRIPTION,SETTLED,2026-01-21,2026-01-23,479.49201,98.2105,47091.15,0,47091.15,USD,2026-01-21T10:00:00,
278,15,1,1,SUBSCRIPTION,SETTLED,2026-01-21,2026-01-23,94.185049,247.3211,23293.95,0,23293.95,USD,2026-01-21T10:00:00,
279,27,3,3,SUBSCRIPTION,SETTLED,2026-01-21,2026-01-23,173.164408,139.0042,24070.58,0,24070.58,USD,2026-01-21T10:00:00,
280,49,3,1,REDEMPTION,SETTLED,2026-01-21,2026-01-23,151.756857,198.969,-30194.91,0,-30194.91,USD,2026-01-21T10:00:00,
281,34,3,3,SUBSCRIPTION,SETTLED,2026-01-21,2026-01-23,1244.10684,36.9301,45944.99,0,45944.99,USD,2026-01-21T10:00:00,
282,37,1,3,SUBSCRIPTION,SETTLED,2026-01-21,2026-01-23,126.612595,134.882,17077.76,0,17077.76,USD,2026-01-21T10:00:00,
283,44,1,1,REDEMPTION,SETTLED,2026-01-21,2026-01-23,110.54,225.7334,-24952.57,0,-24952.57,USD,2026-01-21T10:00:00,
284,30,2,1,SUBSCRIPTION,SETTLED,2026-01-22,2026-01-24,980.145284,23.8568,23383.13,0,23383.13,USD,2026-01-22T10:00:00,
285,44,1,2,REDEMPTION,SETTLED,2026-01-22,2026-01-24,99.06098,205.9488,-20401.49,0,-20401.49,USD,2026-01-22T10:00:00,
286,38,2,1,SUBSCRIPTION,SETTLED,2026-01-22,2026-01-24,706.72782,25.3024,17881.91,0,17881.91,USD,2026-01-22T10:00:00,
287,5,1,2,SUBSCRIPTION,SETTLED,2026-01-22,2026-01-24,108.116799,194.5533,21034.48,0,21034.48,USD,2026-01-22T10:00:00,
288,24,1,2,SUBSCRIPTION,SETTLED,2026-01-22,2026-01-24,456.650606,100.5991,45938.64,0,45938.64,USD,2026-01-22T10:00:00,
289,44,1,3,REDEMPTION,SETTLED,2026-01-22,2026-01-24,34.723249,216.4688,-7516.5,0,-7516.5,USD,2026-01-22T10:00:00,
290,12,1,3,SUBSCRIPTION,SETTLED,2026-01-22,2026-01-24,29.563864,244.8939,7240.01,0,7240.01,USD,2026-01-22T10:00:00,
291,49,3,1,REDEMPTION,SETTLED,2026-01-22,2026-01-24,129.734104,182.5826,-23687.19,0,-23687.19,USD,2026-01-22T10:00:00,
292,25,1,1,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,235.856053,76.1559,17961.83,0,17961.83,USD,2026-01-23T10:00:00,
293,3,3,3,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,173.508971,222.1016,38536.62,0,38536.62,USD,2026-01-23T10:00:00,
294,16,2,1,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,256.972374,117.1459,30103.26,0,30103.26,USD,2026-01-23T10:00:00,
295,16,2,3,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,161.307101,139.5424,22509.18,0,22509.18,USD,2026-01-23T10:00:00,
296,9,2,3,REDEMPTION,SETTLED,2026-01-23,2026-01-25,54.249652,229.9353,-12473.91,0,-12473.91,USD,2026-01-23T10:00:00,
297,37,1,3,REDEMPTION,SETTLED,2026-01-23,2026-01-25,614.755972,66.857,-41100.74,0,-41100.74,USD,2026-01-23T10:00:00,
298,43,2,3,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,638.43596,24.6298,15724.55,0,15724.55,USD,2026-01-23T10:00:00,
299,41,3,3,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,103.905696,243.3497,25285.42,0,25285.42,USD,2026-01-23T10:00:00,
300,34,3,2,REDEMPTION,SETTLED,2026-01-23,2026-01-25,256.238624,81.9732,-21004.7,0,-21004.7,USD,2026-01-23T10:00:00,
301,49,3,3,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,518.610628,82.1767,42617.71,0,42617.71,USD,2026-01-23T10:00:00,
302,30,2,1,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,336.848168,143.7488,48421.52,0,48421.52,USD,2026-01-23T10:00:00,
303,25,1,1,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,592.985792,28.9769,17182.89,0,17182.89,USD,2026-01-23T10:00:00,
304,24,1,1,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,1861.562086,22.3688,41640.91,0,41640.91,USD,2026-01-23T10:00:00,
305,44,1,3,SUBSCRIPTION,SETTLED,2026-01-23,2026-01-25,794.199336,55.1592,43807.4,0,43807.4,USD,2026-01-23T10:00:00,
306,31,2,1,REDEMPTION,SETTLED,2026-01-23,2026-01-25,72.241783,239.6847,-17315.25,0,-17315.25,USD,2026-01-23T10:00:00,
307,14,1,1,REDEMPTION,SETTLED,2026-01-23,2026-01-25,27.005054,249.8973,-6748.49,0,-6748.49,USD,2026-01-23T10:00:00,
308,45,3,3,REDEMPTION,SETTLED,2026-01-24,2026-01-26,303.012334,67.4394,-20434.97,0,-20434.97,USD,2026-01-24T10:00:00,
309,50,1,2,SUBSCRIPTION,SETTLED,2026-01-24,2026-01-26,282.147278,96.2223,27148.86,0,27148.86,USD,2026-01-24T10:00:00,
310,24,1,3,REDEMPTION,SETTLED,2026-01-24,2026-01-26,117.597545,202.676,-23834.2,0,-23834.2,USD,2026-01-24T10:00:00,
311,49,3,2,REDEMPTION,SETTLED,2026-01-24,2026-01-26,175.26961,109.3432,-19164.54,0,-19164.54,USD,2026-01-24T10:00:00,
312,48,1,1,SUBSCRIPTION,SETTLED,2026-01-24,2026-01-26,187.205837,150.1677,28112.27,0,28112.27,USD,2026-01-24T10:00:00,
313,19,1,1,SUBSCRIPTION,SETTLED,2026-01-24,2026-01-26,83.61807,146.7495,12270.91,0,12270.91,USD,2026-01-24T10:00:00,
314,32,2,3,SUBSCRIPTION,SETTLED,2026-01-24,2026-01-26,481.580972,71.7584,34557.48,0,34557.48,USD,2026-01-24T10:00:00,
315,47,3,3,REDEMPTION,SETTLED,2026-01-24,2026-01-26,126.869405,185.8653,-23580.62,0,-23580.62,USD,2026-01-24T10:00:00,
316,11,2,1,REDEMPTION,SETTLED,2026-01-24,2026-01-26,108.3541,230.0559,-24927.5,0,-24927.5,USD,2026-01-24T10:00:00,
317,34,3,1,REDEMPTION,SETTLED,2026-01-24,2026-01-26,22.500061,206.319,-4642.19,0,-4642.19,USD,2026-01-24T10:00:00,
318,49,3,1,SUBSCRIPTION,SETTLED,2026-01-24,2026-01-26,645.134414,65.544,42284.69,0,42284.69,USD,2026-01-24T10:00:00,
319,14,1,3,SUBSCRIPTION,SETTLED,2026-01-25,2026-01-27,24.298932,163.0549,3962.06,0,3962.06,USD,2026-01-25T10:00:00,
320,43,2,2,SUBSCRIPTION,SETTLED,2026-01-25,2026-01-27,249.062832,108.7212,27078.41,0,27078.41,USD,2026-01-25T10:00:00,
321,34,3,3,SUBSCRIPTION,SETTLED,2026-01-25,2026-01-27,3464.347253,14.1142,48896.49,0,48896.49,USD,2026-01-25T10:00:00,
322,12,1,1,REDEMPTION,SETTLED,2026-01-25,2026-01-27,393.541149,67.8325,-26694.88,0,-26694.88,USD,2026-01-25T10:00:00,
323,23,3,2,REDEMPTION,SETTLED,2026-01-25,2026-01-27,20.280188,240.2315,-4871.94,0,-4871.94,USD,2026-01-25T10:00:00,
324,37,1,1,REDEMPTION,SETTLED,2026-01-25,2026-01-27,69.282942,174.17,-12067.01,0,-12067.01,USD,2026-01-25T10:00:00,
325,42,2,3,REDEMPTION,SETTLED,2026-01-25,2026-01-27,55.249774,101.0234,-5581.52,0,-5581.52,USD,2026-01-25T10:00:00,
326,4,3,3,SUBSCRIPTION,SETTLED,2026-01-25,2026-01-27,72.309681,129.966,9397.8,0,9397.8,USD,2026-01-25T10:00:00,
327,22,3,3,REDEMPTION,SETTLED,2026-01-26,2026-01-28,216.766059,224.7499,-48718.15,0,-48718.15,USD,2026-01-26T10:00:00,
328,15,1,1,REDEMPTION,SETTLED,2026-01-26,2026-01-28,239.146274,146.0282,-34922.1,0,-34922.1,USD,2026-01-26T10:00:00,
329,3,3,1,REDEMPTION,SETTLED,2026-01-26,2026-01-28,105.027814,140.3274,-14738.28,0,-14738.28,USD,2026-01-26T10:00:00,
330,12,1,2,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,249.983186,44.606,11150.75,0,11150.75,USD,2026-01-26T10:00:00,
331,5,1,2,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,60.780606,210.3161,12783.14,0,12783.14,USD,2026-01-26T10:00:00,
332,44,1,3,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,872.367688,43.5881,38024.85,0,38024.85,USD,2026-01-26T10:00:00,
333,33,3,3,REDEMPTION,SETTLED,2026-01-26,2026-01-28,31.602194,114.9012,-3631.13,0,-3631.13,USD,2026-01-26T10:00:00,
334,22,3,3,REDEMPTION,SETTLED,2026-01-26,2026-01-28,454.221562,105.2087,-47788.06,0,-47788.06,USD,2026-01-26T10:00:00,
335,2,2,3,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,388.561491,127.7448,49636.71,0,49636.71,USD,2026-01-26T10:00:00,
336,36,2,2,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,203.516762,168.5613,34305.05,0,34305.05,USD,2026-01-26T10:00:00,
337,50,1,3,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,473.056552,27.6416,13076.04,0,13076.04,USD,2026-01-26T10:00:00,
338,10,1,2,REDEMPTION,SETTLED,2026-01-26,2026-01-28,170.976971,187.5173,-32061.14,0,-32061.14,USD,2026-01-26T10:00:00,
339,24,1,1,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,404.372322,116.7366,47205.05,0,47205.05,USD,2026-01-26T10:00:00,
340,7,3,1,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,153.943167,143.6764,22118.0,0,22118.0,USD,2026-01-26T10:00:00,
341,7,3,1,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,183.716697,153.2619,28156.77,0,28156.77,USD,2026-01-26T10:00:00,
342,25,1,1,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,659.530663,30.3279,20002.18,0,20002.18,USD,2026-01-26T10:00:00,
343,37,1,3,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,453.719853,43.3216,19655.87,0,19655.87,USD,2026-01-26T10:00:00,
344,18,1,2,SUBSCRIPTION,SETTLED,2026-01-26,2026-01-28,120.596399,76.2308,9193.16,0,9193.16,USD,2026-01-26T10:00:00,
345,5,1,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,81.764048,160.0081,13082.91,0,13082.91,USD,2026-01-27T10:00:00,
346,30,2,1,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,12.686001,104.9661,1331.6,0,1331.6,USD,2026-01-27T10:00:00,
347,22,3,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,189.37452,216.282,40958.3,0,40958.3,USD,2026-01-27T10:00:00,
348,20,2,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,280.639201,124.9623,35069.32,0,35069.32,USD,2026-01-27T10:00:00,
349,26,3,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,274.189897,127.8418,35052.93,0,35052.93,USD,2026-01-27T10:00:00,
350,21,1,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,404.774204,97.6037,39507.46,0,39507.46,USD,2026-01-27T10:00:00,
351,38,2,3,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,2345.900036,16.4599,38613.28,0,38613.28,USD,2026-01-27T10:00:00,
352,46,3,1,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,86.652976,176.2805,15275.23,0,15275.23,USD,2026-01-27T10:00:00,
353,44,1,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,224.207147,70.6436,15838.8,0,15838.8,USD,2026-01-27T10:00:00,
354,46,3,2,REDEMPTION,SETTLED,2026-01-27,2026-01-29,18.663783,247.7681,-4624.29,0,-4624.29,USD,2026-01-27T10:00:00,
355,38,2,2,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,211.471107,218.7121,46251.29,0,46251.29,USD,2026-01-27T10:00:00,
356,35,2,1,REDEMPTION,SETTLED,2026-01-27,2026-01-29,82.771283,224.9204,-18616.95,0,-18616.95,USD,2026-01-27T10:00:00,
357,7,3,1,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,111.298584,165.28,18395.43,0,18395.43,USD,2026-01-27T10:00:00,
