holding_id,investor_id,fund_id,valuation_date,units,nav_price,market_value,currency_code,created_at
316,6,1,2026-01-15,700.399106,139.8745,97967.97,USD,2026-01-15T18:30:00
317,6,2,2026-01-15,174.74962,122.6857,21439.28,USD,2026-01-15T18:30:00
318,6,3,2026-01-15,723.995388,79.8553,57814.87,USD,2026-01-15T18:30:00
319,7,1,2026-01-15,1164.32527,134.2433,156302.87,USD,2026-01-15T18:30:00
320,7,2,2026-01-15,789.212167,44.7041,35281.02,USD,2026-01-15T18:30:00
321,7,3,2026-01-15,284.864827,206.6041,58854.24,USD,2026-01-15T18:30:00
322,8,1,2026-01-15,671.339901,23.1057,15511.78,USD,2026-01-15T18:30:00
323,8,2,2026-01-15,412.579324,244.3626,100818.96,USD,2026-01-15T18:30:00
324,8,3,2026-01-15,768.665751,58.3027,44815.29,USD,2026-01-15T18:30:00
325,9,1,2026-01-15,82.084531,55.4453,4551.2,USD,2026-01-15T18:30:00
326,9,2,2026-01-15,570.870072,176.0418,100497.0,USD,2026-01-15T18:30:00
327,9,3,2026-01-15,560.882866,176.1793,98815.95,USD,2026-01-15T18:30:00
328,10,1,2026-01-15,1022.410419,145.8633,149132.16,USD,2026-01-15T18:30:00
329,10,2,2026-01-15,402.792581,81.9116,32993.38,USD,2026-01-15T18:30:00
330,10,3,2026-01-15,394.342859,35.1635,13866.48,USD,2026-01-15T18:30:00
331,11,1,2026-01-15,1051.326574,228.5303,240259.98,USD,2026-01-15T18:30:00
332,11,2,2026-01-15,595.116808,230.7889,137346.35,USD,2026-01-15T18:30:00
333,11,3,2026-01-15,766.52046,176.3729,135193.44,USD,2026-01-15T18:30:00
334,12,1,2026-01-15,559.844109,61.1532,34236.26,USD,2026-01-15T18:30:00
335,12,2,2026-01-15,576.895449,194.4036,112150.55,USD,2026-01-15T18:30:00
336,12,3,2026-01-15,977.583203,203.7451,199177.79,USD,2026-01-15T18:30:00
337,13,1,2026-01-15,451.094164,106.075,47849.81,USD,2026-01-15T18:30:00
338,13,2,2026-01-15,991.301188,11.6141,11513.07,USD,2026-01-15T18:30:00
339,13,3,2026-01-15,11.87051,95.8928,1138.3,USD,2026-01-15T18:30:00
340,14,1,2026-01-15,665.629927,44.1765,29405.2,USD,2026-01-15T18:30:00
341,14,2,2026-01-15,528.489743,161.5203,85361.82,USD,2026-01-15T18:30:00
342,14,3,2026-01-15,1095.250518,96.3782,105558.27,USD,2026-01-15T18:30:00
343,15,1,2026-01-15,1170.37113,57.7895,67635.16,USD,2026-01-15T18:30:00
344,15,2,2026-01-15,340.921061,62.5468,21323.52,USD,2026-01-15T18:30:00
345,15,3,2026-01-15,314.398623,51.8283,16294.75,USD,2026-01-15T18:30:00
346,16,1,2026-01-15,1017.041021,69.0314,70207.77,USD,2026-01-15T18:30:00
347,16,2,2026-01-15,235.185072,52.2586,12290.44,USD,2026-01-15T18:30:00
348,16,3,2026-01-15,314.146327,34.2857,10770.73,USD,2026-01-15T18:30:00
349,17,1,2026-01-15,997.734884,42.9384,42841.14,USD,2026-01-15T18:30:00
350,17,2,2026-01-15,785.843037,222.4028,174773.69,USD,2026-01-15T18:30:00
351,17,3,2026-01-15,406.059935,60.457,24549.17,USD,2026-01-15T18:30:00
352,18,1,2026-01-15,547.444414,98.7138,54040.32,USD,2026-01-15T18:30:00
353,18,2,2026-01-15,446.82031,51.1264,22844.31,USD,2026-01-15T18:30:00
354,18,3,2026-01-15,632.312089,201.7655,127578.76,USD,2026-01-15T18:30:00
355,19,1,2026-01-15,747.84454,114.0923,85323.3,USD,2026-01-15T18:30:00
356,19,2,2026-01-15,853.130571,38.4384,32792.97,USD,2026-01-15T18:30:00
357,19,3,2026-01-15,1059.267747,41.3907,43843.83,USD,2026-01-15T18:30:00
358,20,1,2026-01-15,227.569352,137.8131,31362.04,USD,2026-01-15T18:30:00
359,20,2,2026-01-15,833.224675,86.3084,71914.29,USD,2026-01-15T18:30:00
360,20,3,2026-01-15,515.448198,162.6743,83850.17,USD,2026-01-15T18:30:00
361,21,1,2026-01-15,1105.216313,193.1398,213461.26,USD,2026-01-15T18:30:00
362,21,2,2026-01-15,704.791047,215.0645,151575.53,USD,2026-01-15T18:30:00
363,21,3,2026-01-15,353.019295,45.6561,16117.48,USD,2026-01-15T18:30:00
364,22,1,2026-01-15,296.605978,161.0702,47774.38,USD,2026-01-15T18:30:00
365,22,2,2026-01-15,336.087968,40.35,13561.15,USD,2026-01-15T18:30:00
366,22,3,2026-01-15,609.923377,150.1797,91598.11,USD,2026-01-15T18:30:00
367,23,1,2026-01-15,586.788763,184.5517,108292.86,USD,2026-01-15T18:30:00
368,23,2,2026-01-15,941.598268,199.8393,188168.34,USD,2026-01-15T18:30:00
369,23,3,2026-01-15,737.863738,50.184,37028.95,USD,2026-01-15T18:30:00
370,24,1,2026-01-15,465.739013,221.7813,103292.2,USD,2026-01-15T18:30:00
371,24,2,2026-01-15,901.363523,99.8239,89977.62,USD,2026-01-15T18:30:00
372,24,3,2026-01-15,622.670839,52.9596,32976.4,USD,2026-01-15T18:30:00
373,25,1,2026-01-15,854.984248,136.1142,116375.5,USD,2026-01-15T18:30:00
374,25,2,2026-01-15,579.956466,239.3805,138830.27,USD,2026-01-15T18:30:00
375,25,3,2026-01-15,568.509787,149.4848,84983.57,USD,2026-01-15T18:30:00
376,26,1,2026-01-15,765.726721,199.7499,152953.84,USD,2026-01-15T18:30:00
377,26,2,2026-01-15,779.684714,59.7279,46568.93,USD,2026-01-15T18:30:00
378,26,3,2026-01-15,1073.86155,118.4992,127251.73,USD,2026-01-15T18:30:00
379,27,1,2026-01-15,281.26151,62.4625,17568.3,USD,2026-01-15T18:30:00
380,27,2,2026-01-15,510.027425,100.4999,51257.71,USD,2026-01-15T18:30:00
381,27,3,2026-01-15,188.651204,212.1836,40028.69,USD,2026-01-15T18:30:00
382,28,1,2026-01-15,305.43509,30.3421,9267.54,USD,2026-01-15T18:30:00
383,28,2,2026-01-15,901.947302,80.8115,72887.71,USD,2026-01-15T18:30:00
384,28,3,2026-01-15,622.584865,65.2426,40619.06,USD,2026-01-15T18:30:00
385,29,1,2026-01-15,49.371506,132.9429,6563.59,USD,2026-01-15T18:30:00
386,29,2,2026-01-15,403.648777,118.2763,47742.08,USD,2026-01-15T18:30:00
387,29,3,2026-01-15,519.006795,98.2029,50967.97,USD,2026-01-15T18:30:00
388,30,1,2026-01-15,597.051674,75.5247,45092.15,USD,2026-01-15T18:30:00
389,30,2,2026-01-15,29.661836,116.0052,3440.93,USD,2026-01-15T18:30:00
390,30,3,2026-01-15,318.749854,28.2132,8992.95,USD,2026-01-15T18:30:00
391,31,1,2026-01-15,1081.771017,80.6843,87281.94,USD,2026-01-15T18:30:00
392,31,2,2026-01-15,602.117904,141.1965,85016.94,USD,2026-01-15T18:30:00
393,31,3,2026-01-15,93.790812,76.342,7160.18,USD,2026-01-15T18:30:00
394,32,1,2026-01-15,273.289911,38.4611,10511.03,USD,2026-01-15T18:30:00
395,32,2,2026-01-15,432.284269,141.0463,60972.1,USD,2026-01-15T18:30:00
396,32,3,2026-01-15,400.50941,172.0258,68897.95,USD,2026-01-15T18:30:00
397,33,1,2026-01-15,300.028372,188.8507,56660.57,USD,2026-01-15T18:30:00
398,33,2,2026-01-15,922.179425,212.9076,196339.01,USD,2026-01-15T18:30:00
399,33,3,2026-01-15,228.770924,154.9682,35452.22,USD,2026-01-15T18:30:00
400,34,1,2026-01-15,165.438151,215.1998,35602.26,USD,2026-01-15T18:30:00
401,34,2,2026-01-15,859.422431,140.3502,120620.11,USD,2026-01-15T18:30:00
402,34,3,2026-01-15,313.362533,194.8183,61048.76,USD,2026-01-15T18:30:00
403,35,1,2026-01-15,338.214324,93.1918,31518.8,USD,2026-01-15T18:30:00
404,35,2,2026-01-15,1196.210802,236.9956,283496.7,USD,2026-01-15T18:30:00
405,35,3,2026-01-15,986.233579,191.8735,189232.09,USD,2026-01-15T18:30:00
406,36,1,2026-01-15,14.268864,166.9818,2382.64,USD,2026-01-15T18:30:00
407,36,2,2026-01-15,1187.129552,238.3573,282960.99,USD,2026-01-15T18:30:00
408,36,3,2026-01-15,1038.559345,64.6188,67110.46,USD,2026-01-15T18:30:00
409,37,1,2026-01-15,868.003068,60.37,52401.35,USD,2026-01-15T18:30:00
410,37,2,2026-01-15,280.467828,150.8809,42317.24,USD,2026-01-15T18:30:00
411,37,3,2026-01-15,663.138304,122.4972,81232.59,USD,2026-01-15T18:30:00
412,38,1,2026-01-15,977.277253,91.7583,89673.3,USD,2026-01-15T18:30:00
413,38,2,2026-01-15,103.051027,212.9924,21949.09,USD,2026-01-15T18:30:00
414,38,3,2026-01-15,514.551569,236.0631,121466.64,USD,2026-01-15T18:30:00
415,39,1,2026-01-15,501.225438,115.2834,57782.97,USD,2026-01-15T18:30:00
416,39,2,2026-01-15,1023.53295,17.225,17630.36,USD,2026-01-15T18:30:00
417,39,3,2026-01-15,166.740271,219.7001,36632.85,USD,2026-01-15T18:30:00
418,40,1,2026-01-15,366.686323,187.0732,68597.18,USD,2026-01-15T18:30:00
419,40,2,2026-01-15,599.760254,168.1236,100833.85,USD,2026-01-15T18:30:00
420,40,3,2026-01-15,425.594932,64.1178,27288.21,USD,2026-01-15T18:30:00
421,41,1,2026-01-15,510.863218,190.6303,97386.01,USD,2026-01-15T18:30:00
422,41,2,2026-01-15,915.409897,175.7245,160859.95,USD,2026-01-15T18:30:00
423,41,3,2026-01-15,359.56465,150.8692,54247.23,USD,2026-01-15T18:30:00
424,42,1,2026-01-15,681.092913,17.7302,12075.91,USD,2026-01-15T18:30:00
425,42,2,2026-01-15,166.961683,244.5384,40828.54,USD,2026-01-15T18:30:00
426,42,3,2026-01-15,1193.108845,146.3658,174630.33,USD,2026-01-15T18:30:00
427,43,1,2026-01-15,958.974933,229.3005,219893.43,USD,2026-01-15T18:30:00
428,43,2,2026-01-15,688.654481,103.8126,71491.01,USD,2026-01-15T18:30:00
429,43,3,2026-01-15,457.582276,237.6862,108760.99,USD,2026-01-15T18:30:00
430,44,1,2026-01-15,76.451098,102.7441,7854.9,USD,2026-01-15T18:30:00
431,44,2,2026-01-15,569.733186,88.9219,50661.76,USD,2026-01-15T18:30:00
432,44,3,2026-01-15,1154.325775,163.3608,188571.58,USD,2026-01-15T18:30:00
433,45,1,2026-01-15,365.574557,51.1417,18696.1,USD,2026-01-15T18:30:00
434,45,2,2026-01-15,809.862645,52.6327,42625.26,USD,2026-01-15T18:30:00
435,45,3,2026-01-15,991.769794,154.8073,153533.2,USD,2026-01-15T18:30:00
436,46,1,2026-01-15,32.206206,57.7597,1860.22,USD,2026-01-15T18:30:00
437,46,2,2026-01-15,1093.614372,102.6146,112220.8,USD,2026-01-15T18:30:00
438,46,3,2026-01-15,247.070756,79.8653,19732.38,USD,2026-01-15T18:30:00
439,47,1,2026-01-15,629.274837,119.1193,74958.78,USD,2026-01-15T18:30:00
440,47,2,2026-01-15,442.382719,12.6513,5596.72,USD,2026-01-15T18:30:00
441,47,3,2026-01-15,392.126484,228.355,89544.04,USD,2026-01-15T18:30:00
442,48,1,2026-01-15,469.326328,247.5028,116159.58,USD,2026-01-15T18:30:00
443,48,2,2026-01-15,154.965203,110.4192,17111.13,USD,2026-01-15T18:30:00
444,48,3,2026-01-15,891.771305,103.3583,92171.97,USD,2026-01-15T18:30:00
445,49,1,2026-01-15,1084.305005,59.5551,64575.89,USD,2026-01-15T18:30:00
446,49,2,2026-01-15,1044.538881,84.3417,88098.18,USD,2026-01-15T18:30:00
447,49,3,2026-01-15,981.475324,169.5502,166409.34,USD,2026-01-15T18:30:00
448,50,1,2026-01-15,190.5375,148.0219,28203.72,USD,2026-01-15T18:30:00
449,50,2,2026-01-15,372.376483,58.7135,21863.53,USD,2026-01-15T18:30:00
450,50,3,2026-01-15,860.126457,120.1495,103343.76,USD,2026-01-15T18:30:00
451,1,1,2026-01-22,242.043275,247.8604,59992.94,USD,2026-01-22T18:30:00
452,1,2,2026-01-22,534.877897,207.8998,111201.01,USD,2026-01-22T18:30:00
453,1,3,2026-01-22,725.818319,69.2416,50256.82,USD,2026-01-22T18:30:00
454,2,1,2026-01-22,394.669755,146.615,57864.51,USD,2026-01-22T18:30:00
455,2,2,2026-01-22,589.150352,121.0469,71314.82,USD,2026-01-22T18:30:00
456,2,3,2026-01-22,46.901748,31.8646,1494.51,USD,2026-01-22T18:30:00
457,3,1,2026-01-22,775.558965,230.535,178793.49,USD,2026-01-22T18:30:00
458,3,2,2026-01-22,416.138208,212.2335,88318.47,USD,2026-01-22T18:30:00
459,3,3,2026-01-22,950.816142,103.8617,98753.38,USD,2026-01-22T18:30:00
460,4,1,2026-01-22,988.115527,213.9625,211419.67,USD,2026-01-22T18:30:00
461,4,2,2026-01-22,498.06331,53.0987,26446.51,USD,2026-01-22T18:30:00
462,4,3,2026-01-22,741.28382,113.6984,84282.78,USD,2026-01-22T18:30:00
463,5,1,2026-01-22,461.597996,168.1792,77631.18,USD,2026-01-22T18:30:00
464,5,2,2026-01-22,838.226443,32.9282,27601.29,USD,2026-01-22T18:30:00
465,5,3,2026-01-22,838.373708,20.4795,17169.47,USD,2026-01-22T18:30:00
466,6,1,2026-01-22,1062.650182,47.9037,50904.88,USD,2026-01-22T18:30:00
467,6,2,2026-01-22,1059.066999,139.057,147270.68,USD,2026-01-22T18:30:00
468,6,3,2026-01-22,799.988329,26.0185,20814.5,USD,2026-01-22T18:30:00
469,7,1,2026-01-22,871.845305,226.5363,197504.61,USD,2026-01-22T18:30:00
470,7,2,2026-01-22,1090.483765,108.7068,118543.0,USD,2026-01-22T18:30:00
471,7,3,2026-01-22,914.232959,39.0953,35742.21,USD,2026-01-22T18:30:00
472,8,1,2026-01-22,442.478479,191.2952,84644.01,USD,2026-01-22T18:30:00
473,8,2,2026-01-22,605.273811,197.0826,119288.94,USD,2026-01-22T18:30:00
474,8,3,2026-01-22,492.115281,49.5614,24389.92,USD,2026-01-22T18:30:00
475,9,1,2026-01-22,248.846515,20.7124,5154.21,USD,2026-01-22T18:30:00
476,9,2,2026-01-22,32.061455,163.328,5236.53,USD,2026-01-22T18:30:00
477,9,3,2026-01-22,810.74648,120.857,97984.39,USD,2026-01-22T18:30:00
478,10,1,2026-01-22,412.389258,105.842,43648.1,USD,2026-01-22T18:30:00
479,10,2,2026-01-22,233.284301,19.0659,4447.78,USD,2026-01-22T18:30:00
480,10,3,2026-01-22,300.72688,180.1839,54186.14,USD,2026-01-22T18:30:00
481,11,1,2026-01-22,163.776687,170.8709,27984.67,USD,2026-01-22T18:30:00
482,11,2,2026-01-22,557.094656,120.7257,67255.64,USD,2026-01-22T18:30:00
483,11,3,2026-01-22,99.058356,167.6854,16610.64,USD,2026-01-22T18:30:00
484,12,1,2026-01-22,856.297847,115.0537,98520.24,USD,2026-01-22T18:30:00
485,12,2,2026-01-22,564.945279,76.9941,43497.45,USD,2026-01-22T18:30:00
486,12,3,2026-01-22,193.639837,211.239,40904.29,USD,2026-01-22T18:30:00
487,13,1,2026-01-22,728.386269,52.5368,38267.08,USD,2026-01-22T18:30:00
488,13,2,2026-01-22,148.981659,187.9472,28000.69,USD,2026-01-22T18:30:00
489,13,3,2026-01-22,202.144048,171.1341,34593.74,USD,2026-01-22T18:30:00
490,14,1,2026-01-22,13.452742,75.5805,1016.76,USD,2026-01-22T18:30:00
491,14,2,2026-01-22,528.789589,52.7057,27870.23,USD,2026-01-22T18:30:00
492,14,3,2026-01-22,857.294727,224.245,192244.06,USD,2026-01-22T18:30:00
493,15,1,2026-01-22,638.758566,116.094,74156.04,USD,2026-01-22T18:30:00
494,15,2,2026-01-22,57.307227,162.3497,9303.81,USD,2026-01-22T18:30:00
495,15,3,2026-01-22,627.449357,169.0096,106044.96,USD,2026-01-22T18:30:00
496,16,1,2026-01-22,792.048489,34.6704,27460.64,USD,2026-01-22T18:30:00
497,16,2,2026-01-22,828.416055,116.5568,96557.52,USD,2026-01-22T18:30:00
498,16,3,2026-01-22,717.84642,21.6795,15562.55,USD,2026-01-22T18:30:00
499,17,1,2026-01-22,452.874638,58.4171,26455.62,USD,2026-01-22T18:30:00
500,17,2,2026-01-22,299.639738,228.1015,68348.27,USD,2026-01-22T18:30:00
501,17,3,2026-01-22,239.982829,13.8492,3323.57,USD,2026-01-22T18:30:00
502,18,1,2026-01-22,33.533004,13.4944,452.51,USD,2026-01-22T18:30:00
503,18,2,2026-01-22,984.631859,173.1903,170528.69,USD,2026-01-22T18:30:00
504,18,3,2026-01-22,75.805782,240.0989,18200.88,USD,2026-01-22T18:30:00
505,19,1,2026-01-22,115.923847,210.4924,24401.09,USD,2026-01-22T18:30:00
506,19,2,2026-01-22,796.930505,183.7628,146446.18,USD,2026-01-22T18:30:00
507,19,3,2026-01-22,52.815015,133.0,7024.4,USD,2026-01-22T18:30:00
508,20,1,2026-01-22,978.749204,87.4431,85584.86,USD,2026-01-22T18:30:00
509,20,2,2026-01-22,752.143721,159.9216,120284.03,USD,2026-01-22T18:30:00
510,20,3,2026-01-22,1121.192842,104.8153,117518.16,USD,2026-01-22T18:30:00
511,21,1,2026-01-22,513.456355,65.778,33774.13,USD,2026-01-22T18:30:00
512,21,2,2026-01-22,127.062378,87.6083,11131.72,USD,2026-01-22T18:30:00
513,21,3,2026-01-22,17.993487,166.9583,3004.16,USD,2026-01-22T18:30:00
514,22,1,2026-01-22,14.377654,61.0643,877.96,USD,2026-01-22T18:30:00
515,22,2,2026-01-22,264.115432,167.9108,44347.83,USD,2026-01-22T18:30:00
516,22,3,2026-01-22,334.149149,159.7383,53376.42,USD,2026-01-22T18:30:00
517,23,1,2026-01-22,52.726731,222.5104,11732.25,USD,2026-01-22T18:30:00
518,23,2,2026-01-22,493.316203,194.2108,95807.33,USD,2026-01-22T18:30:00
519,23,3,2026-01-22,599.49123,247.7138,148502.25,USD,2026-01-22T18:30:00
520,24,1,2026-01-22,855.03733,199.9023,170923.93,USD,2026-01-22T18:30:00
521,24,2,2026-01-22,1106.668691,146.6092,162247.81,USD,2026-01-22T18:30:00
522,24,3,2026-01-22,302.328184,32.7387,9897.83,USD,2026-01-22T18:30:00
523,25,1,2026-01-22,389.225149,161.4097,62824.71,USD,2026-01-22T18:30:00
524,25,2,2026-01-22,466.278529,231.8928,108126.63,USD,2026-01-22T18:30:00
525,25,3,2026-01-22,925.687692,41.9035,38789.55,USD,2026-01-22T18:30:00
526,26,1,2026-01-22,210.397255,192.8119,40567.09,USD,2026-01-22T18:30:00
527,26,2,2026-01-22,825.150117,244.7252,201935.03,USD,2026-01-22T18:30:00
528,26,3,2026-01-22,799.644707,26.2032,20953.25,USD,2026-01-22T18:30:00
529,27,1,2026-01-22,21.178558,228.9048,4847.87,USD,2026-01-22T18:30:00
530,27,2,2026-01-22,538.693878,132.6463,71455.75,USD,2026-01-22T18:30:00
531,27,3,2026-01-22,890.176707,130.8208,116453.63,USD,2026-01-22T18:30:00
532,28,1,2026-01-22,845.554957,13.19,11152.87,USD,2026-01-22T18:30:00
533,28,2,2026-01-22,25.456056,192.1458,4891.27,USD,2026-01-22T18:30:00
534,28,3,2026-01-22,148.867395,66.7351,9934.68,USD,2026-01-22T18:30:00
535,29,1,2026-01-22,514.197446,68.451,35197.33,USD,2026-01-22T18:30:00
536,29,2,2026-01-22,95.267568,43.0133,4097.77,USD,2026-01-22T18:30:00
537,29,3,2026-01-22,598.471778,58.4828,35000.31,USD,2026-01-22T18:30:00
538,30,1,2026-01-22,450.897532,164.0893,73987.46,USD,2026-01-22T18:30:00
539,30,2,2026-01-22,285.676762,184.074,52585.66,USD,2026-01-22T18:30:00
540,30,3,2026-01-22,1186.261653,116.4943,138192.72,USD,2026-01-22T18:30:00
541,31,1,2026-01-22,1052.798289,42.2241,44453.46,USD,2026-01-22T18:30:00
542,31,2,2026-01-22,381.046393,198.873,75779.84,USD,2026-01-22T18:30:00
543,31,3,2026-01-22,47.528972,200.0271,9507.08,USD,2026-01-22T18:30:00
544,32,1,2026-01-22,497.872081,205.0505,102088.92,USD,2026-01-22T18:30:00
545,32,2,2026-01-22,900.661093,64.9624,58509.11,USD,2026-01-22T18:30:00
546,32,3,2026-01-22,879.447755,92.2548,81133.28,USD,2026-01-22T18:30:00
547,33,1,2026-01-22,246.980922,22.9778,5675.08,USD,2026-01-22T18:30:00
548,33,2,2026-01-22,1101.21381,247.2103,272231.4,USD,2026-01-22T18:30:00
549,33,3,2026-01-22,961.742169,177.1067,170330.98,USD,2026-01-22T18:30:00
550,34,1,2026-01-22,266.932865,219.4494,58578.26,USD,2026-01-22T18:30:00
551,34,2,2026-01-22,625.766313,54.0509,33823.23,USD,2026-01-22T18:30:00
552,34,3,2026-01-22,755.739015,25.5081,19277.47,USD,2026-01-22T18:30:00
553,35,1,2026-01-22,589.970747,238.8787,140931.45,USD,2026-01-22T18:30:00
554,35,2,2026-01-22,62.528234,248.083,15512.19,USD,2026-01-22T18:30:00
555,35,3,2026-01-22,1125.929432,40.1346,45188.73,USD,2026-01-22T18:30:00
556,36,1,2026-01-22,208.41099,141.7233,29536.69,USD,2026-01-22T18:30:00
557,36,2,2026-01-22,954.279711,59.0496,56349.84,USD,2026-01-22T18:30:00
558,36,3,2026-01-22,608.909459,112.2976,68379.07,USD,2026-01-22T18:30:00
559,37,1,2026-01-22,560.489097,49.3981,27687.1,USD,2026-01-22T18:30:00
560,37,2,2026-01-22,237.043514,111.764,26492.93,USD,2026-01-22T18:30:00
561,37,3,2026-01-22,727.021482,82.7442,60156.81,USD,2026-01-22T18:30:00
562,38,1,2026-01-22,691.706197,242.2542,167568.73,USD,2026-01-22T18:30:00
563,38,2,2026-01-22,241.681206,216.9821,52440.5,USD,2026-01-22T18:30:00
564,38,3,2026-01-22,577.404848,238.2432,137562.78,USD,2026-01-22T18:30:00
565,39,1,2026-01-22,431.498322,100.6522,43431.26,USD,2026-01-22T18:30:00
566,39,2,2026-01-22,564.856182,111.4473,62951.7,USD,2026-01-22T18:30:00
567,39,3,2026-01-22,731.273065,114.0233,83382.17,USD,2026-01-22T18:30:00
568,40,1,2026-01-22,187.054162,238.9018,44687.58,USD,2026-01-22T18:30:00
569,40,2,2026-01-22,578.400868,192.863,111552.13,USD,2026-01-22T18:30:00
570,40,3,2026-01-22,512.876745,29.9759,15373.94,USD,2026-01-22T18:30:00
571,41,1,2026-01-22,1087.748443,82.0556,89255.85,USD,2026-01-22T18:30:00
572,41,2,2026-01-22,644.637217,142.6845,91979.74,USD,2026-01-22T18:30:00
573,41,3,2026-01-22,210.839181,101.3081,21359.72,USD,2026-01-22T18:30:00
574,42,1,2026-01-22,367.01674,77.9742,28617.84,USD,2026-01-22T18:30:00
575,42,2,2026-01-22,674.570521,125.4026,84592.9,USD,2026-01-22T18:30:00
576,42,3,2026-01-22,399.880968,181.5672,72605.27,USD,2026-01-22T18:30:00
577,43,1,2026-01-22,234.858899,229.8717,53987.41,USD,2026-01-22T18:30:00
578,43,2,2026-01-22,5.016661,216.7972,1087.6,USD,2026-01-22T18:30:00
579,43,3,2026-01-22,876.44237,99.8219,87488.14,USD,2026-01-22T18:30:00
580,44,1,2026-01-22,485.466313,109.7968,53302.65,USD,2026-01-22T18:30:00
581,44,2,2026-01-22,473.579639,188.1266,89092.93,USD,2026-01-22T18:30:00
582,44,3,2026-01-22,460.844909,83.8746,38653.18,USD,2026-01-22T18:30:00
583,45,1,2026-01-22,1185.026475,27.0962,32109.71,USD,2026-01-22T18:30:00
584,45,2,2026-01-22,1061.999497,248.1934,263581.27,USD,2026-01-22T18:30:00
585,45,3,2026-01-22,149.37301,233.7111,34910.13,USD,2026-01-22T18:30:00
586,46,1,2026-01-22,194.83486,193.1082,37624.21,USD,2026-01-22T18:30:00
587,46,2,2026-01-22,1148.516252,195.1049,224081.15,USD,2026-01-22T18:30:00
588,46,3,2026-01-22,901.892886,93.6589,84470.3,USD,2026-01-22T18:30:00
589,47,1,2026-01-22,850.954159,162.3951,138190.79,USD,2026-01-22T18:30:00
590,47,2,2026-01-22,441.816649,23.8491,10536.93,USD,2026-01-22T18:30:00
591,47,3,2026-01-22,462.399789,111.7697,51682.29,USD,2026-01-22T18:30:00
592,48,1,2026-01-22,296.150174,124.6541,36916.33,USD,2026-01-22T18:30:00
593,48,2,2026-01-22,1105.762257,96.7394,106970.78,USD,2026-01-22T18:30:00
594,48,3,2026-01-22,847.870746,16.7815,14228.54,USD,2026-01-22T18:30:00
595,49,1,2026-01-22,798.810765,45.4922,36339.66,USD,2026-01-22T18:30:00
596,49,2,2026-01-22,726.522763,236.6237,171912.5,USD,2026-01-22T18:30:00
597,49,3,2026-01-22,176.840868,69.3796,12269.15,USD,2026-01-22T18:30:00
598,50,1,2026-01-22,694.010156,169.0251,117305.14,USD,2026-01-22T18:30:00
599,50,2,2026-01-22,193.712899,38.0154,7364.07,USD,2026-01-22T18:30:00
600,50,3,2026-01-22,110.766968,180.7863,20025.15,USD,2026-01-22T18:30:00
601,1,1,2026-01-29,461.217279,179.4567,82768.53,USD,2026-01-29T18:30:00
602,1,2,2026-01-29,1168.974709,29.2836,34231.79,USD,2026-01-29T18:30:00
603,1,3,2026-01-29,1091.938977,220.2415,240490.28,USD,2026-01-29T18:30:00
604,2,1,2026-01-29,198.988329,112.4492,22376.08,USD,2026-01-29T18:30:00
605,2,2,2026-01-29,830.204159,130.1552,108055.39,USD,2026-01-29T18:30:00
606,2,3,2026-01-29,639.841574,222.7962,142554.27,USD,2026-01-29T18:30:00
607,3,1,2026-01-29,703.295725,186.144,130914.28,USD,2026-01-29T18:30:00
608,3,2,2026-01-29,902.954702,231.8369,209338.22,USD,2026-01-29T18:30:00
609,3,3,2026-01-29,1043.30155,36.2258,37794.43,USD,2026-01-29T18:30:00
610,4,1,2026-01-29,687.134034,201.4081,138394.36,USD,2026-01-29T18:30:00
611,4,2,2026-01-29,977.073626,74.5651,72855.59,USD,2026-01-29T18:30:00
612,4,3,2026-01-29,251.430666,189.5897,47668.66,USD,2026-01-29T18:30:00
613,5,1,2026-01-29,838.810795,11.5409,9680.63,USD,2026-01-29T18:30:00
614,5,2,2026-01-29,202.07843,128.0136,25868.79,USD,2026-01-29T18:30:00
615,5,3,2026-01-29,116.244794,195.6985,22748.93,USD,2026-01-29T18:30:00
616,6,1,2026-01-29,501.407527,110.0422,55175.99,USD,2026-01-29T18:30:00
617,6,2,2026-01-29,346.008313,113.4279,39247.0,USD,2026-01-29T18:30:00
618,6,3,2026-01-29,211.681557,54.736,11586.6,USD,2026-01-29T18:30:00
619,7,1,2026-01-29,161.198475,126.7531,20432.41,USD,2026-01-29T18:30:00
620,7,2,2026-01-29,603.136503,36.4572,21988.67,USD,2026-01-29T18:30:00
621,7,3,2026-01-29,680.510561,61.0176,41523.12,USD,2026-01-29T18:30:00
622,8,1,2026-01-29,241.129017,189.9798,45809.64,USD,2026-01-29T18:30:00
623,8,2,2026-01-29,971.014351,56.0524,54427.68,USD,2026-01-29T18:30:00
624,8,3,2026-01-29,1179.53655,219.1877,258539.9,USD,2026-01-29T18:30:00
625,9,1,2026-01-29,528.87654,229.1131,121172.54,USD,2026-01-29T18:30:00
626,9,2,2026-01-29,131.034537,162.7441,21325.1,USD,2026-01-29T18:30:00
627,9,3,2026-01-29,95.771762,30.5697,2927.71,USD,2026-01-29T18:30:00
628,10,1,2026-01-29,149.617895,25.423,3803.74,USD,2026-01-29T18:30:00
629,10,2,2026-01-29,35.599982,66.3472,2361.96,USD,2026-01-29T18:30:00
630,10,3,2026-01-29,582.233223,192.5281,112096.26,USD,2026-01-29T18:30:00
631,11,1,2026-01-29,11.407891,73.8594,842.58,USD,2026-01-29T18:30:00
632,11,2,2026-01-29,1146.25648,169.6773,194493.7,USD,2026-01-29T18:30:00
