commission_id,transaction_id,agent_id,fund_id,commission_date,commission_type,commission_rate,commission_amount,currency_code,created_at
308,308,3,3,2026-01-24,TRAIL,0.004,81.74,USD,2026-01-24T11:00:00
309,309,1,2,2026-01-24,TRAIL,0.004,108.6,USD,2026-01-24T11:00:00
310,310,1,3,2026-01-24,TRAIL,0.005,119.17,USD,2026-01-24T11:00:00
311,311,3,2,2026-01-24,TRAIL,0.003,57.49,USD,2026-01-24T11:00:00
312,312,1,1,2026-01-24,TRAIL,0.005,140.56,USD,2026-01-24T11:00:00
313,313,1,1,2026-01-24,TRAIL,0.003,36.81,USD,2026-01-24T11:00:00
314,314,2,3,2026-01-24,TRAIL,0.005,172.79,USD,2026-01-24T11:00:00
315,315,3,3,2026-01-24,TRAIL,0.004,94.32,USD,2026-01-24T11:00:00
316,316,2,1,2026-01-24,TRAIL,0.0025,62.32,USD,2026-01-24T11:00:00
317,317,3,1,2026-01-24,TRAIL,0.0025,11.61,USD,2026-01-24T11:00:00
318,318,3,1,2026-01-24,TRAIL,0.003,126.85,USD,2026-01-24T11:00:00
319,319,1,3,2026-01-25,TRAIL,0.005,19.81,USD,2026-01-25T11:00:00
320,320,2,2,2026-01-25,TRAIL,0.0025,67.7,USD,2026-01-25T11:00:00
321,321,3,3,2026-01-25,TRAIL,0.005,244.48,USD,2026-01-25T11:00:00
322,322,1,1,2026-01-25,TRAIL,0.004,106.78,USD,2026-01-25T11:00:00
323,323,3,2,2026-01-25,TRAIL,0.005,24.36,USD,2026-01-25T11:00:00
324,324,1,1,2026-01-25,TRAIL,0.0025,30.17,USD,2026-01-25T11:00:00
325,325,2,3,2026-01-25,TRAIL,0.005,27.91,USD,2026-01-25T11:00:00
326,326,3,3,2026-01-25,TRAIL,0.005,46.99,USD,2026-01-25T11:00:00
327,327,3,3,2026-01-26,TRAIL,0.0025,121.8,USD,2026-01-26T11:00:00
328,328,1,1,2026-01-26,TRAIL,0.004,139.69,USD,2026-01-26T11:00:00
329,329,3,1,2026-01-26,TRAIL,0.0025,36.85,USD,2026-01-26T11:00:00
330,330,1,2,2026-01-26,TRAIL,0.005,55.75,USD,2026-01-26T11:00:00
331,331,1,2,2026-01-26,TRAIL,0.005,63.92,USD,2026-01-26T11:00:00
332,332,1,3,2026-01-26,TRAIL,0.0025,95.06,USD,2026-01-26T11:00:00
333,333,3,3,2026-01-26,TRAIL,0.0025,9.08,USD,2026-01-26T11:00:00
334,334,3,3,2026-01-26,TRAIL,0.004,191.15,USD,2026-01-26T11:00:00
335,335,2,3,2026-01-26,TRAIL,0.004,198.55,USD,2026-01-26T11:00:00
336,336,2,2,2026-01-26,TRAIL,0.0025,85.76,USD,2026-01-26T11:00:00
337,337,1,3,2026-01-26,TRAIL,0.004,52.3,USD,2026-01-26T11:00:00
338,338,1,2,2026-01-26,TRAIL,0.004,128.24,USD,2026-01-26T11:00:00
339,339,1,1,2026-01-26,TRAIL,0.004,188.82,USD,2026-01-26T11:00:00
340,340,3,1,2026-01-26,TRAIL,0.005,110.59,USD,2026-01-26T11:00:00
341,341,3,1,2026-01-26,TRAIL,0.004,112.63,USD,2026-01-26T11:00:00
342,342,1,1,2026-01-26,TRAIL,0.003,60.01,USD,2026-01-26T11:00:00
343,343,1,3,2026-01-26,TRAIL,0.004,78.62,USD,2026-01-26T11:00:00
344,344,1,2,2026-01-26,TRAIL,0.004,36.77,USD,2026-01-26T11:00:00
345,345,1,2,2026-01-27,TRAIL,0.003,39.25,USD,2026-01-27T11:00:00
346,346,2,1,2026-01-27,TRAIL,0.005,6.66,USD,2026-01-27T11:00:00
347,347,3,2,2026-01-27,TRAIL,0.003,122.87,USD,2026-01-27T11:00:00
348,348,2,2,2026-01-27,TRAIL,0.003,105.21,USD,2026-01-27T11:00:00
349,349,3,2,2026-01-27,TRAIL,0.003,105.16,USD,2026-01-27T11:00:00
350,350,1,2,2026-01-27,TRAIL,0.003,118.52,USD,2026-01-27T11:00:00
351,351,2,3,2026-01-27,TRAIL,0.005,193.07,USD,2026-01-27T11:00:00
352,352,3,1,2026-01-27,TRAIL,0.005,76.38,USD,2026-01-27T11:00:00
353,353,1,2,2026-01-27,TRAIL,0.003,47.52,USD,2026-01-27T11:00:00
354,354,3,2,2026-01-27,TRAIL,0.005,23.12,USD,2026-01-27T11:00:00
355,355,2,2,2026-01-27,TRAIL,0.005,231.26,USD,2026-01-27T11:00:00
356,356,2,1,2026-01-27,TRAIL,0.0025,46.54,USD,2026-01-27T11:00:00
357,357,3,1,2026-01-27,TRAIL,0.0025,45.99,USD,2026-01-27T11:00:00
358,358,1,3,2026-01-27,TRAIL,0.005,102.91,USD,2026-01-27T11:00:00
359,359,3,1,2026-01-27,TRAIL,0.003,35.63,USD,2026-01-27T11:00:00
360,360,1,2,2026-01-28,TRAIL,0.003,102.89,USD,2026-01-28T11:00:00
361,361,3,1,2026-01-28,TRAIL,0.0025,38.69,USD,2026-01-28T11:00:00
362,362,3,3,2026-01-28,TRAIL,0.003,48.85,USD,2026-01-28T11:00:00
363,363,3,2,2026-01-28,TRAIL,0.005,28.92,USD,2026-01-28T11:00:00
364,364,1,1,2026-01-28,TRAIL,0.004,162.8,USD,2026-01-28T11:00:00
365,365,2,1,2026-01-28,TRAIL,0.003,27.16,USD,2026-01-28T11:00:00
366,366,3,1,2026-01-28,TRAIL,0.005,86.09,USD,2026-01-28T11:00:00
367,367,1,2,2026-01-28,TRAIL,0.005,50.66,USD,2026-01-28T11:00:00
368,368,2,3,2026-01-28,TRAIL,0.005,53.34,USD,2026-01-28T11:00:00
369,369,3,3,2026-01-28,TRAIL,0.0025,36.6,USD,2026-01-28T11:00:00
370,370,1,1,2026-01-28,TRAIL,0.003,81.92,USD,2026-01-28T11:00:00
371,371,2,1,2026-01-28,TRAIL,0.004,173.08,USD,2026-01-28T11:00:00
372,372,2,2,2026-01-28,TRAIL,0.005,148.82,USD,2026-01-28T11:00:00
373,373,2,1,2026-01-28,TRAIL,0.0025,88.98,USD,2026-01-28T11:00:00
374,374,1,1,2026-01-28,TRAIL,0.004,50.76,USD,2026-01-28T11:00:00
375,375,3,2,2026-01-29,TRAIL,0.003,23.27,USD,2026-01-29T11:00:00
376,376,2,3,2026-01-29,TRAIL,0.003,138.12,USD,2026-01-29T11:00:00
377,377,2,1,2026-01-29,TRAIL,0.005,39.37,USD,2026-01-29T11:00:00
378,378,2,1,2026-01-29,TRAIL,0.003,142.92,USD,2026-01-29T11:00:00
379,379,1,3,2026-01-29,TRAIL,0.005,126.27,USD,2026-01-29T11:00:00
380,380,3,2,2026-01-29,TRAIL,0.003,15.15,USD,2026-01-29T11:00:00
381,381,1,1,2026-01-29,TRAIL,0.005,136.71,USD,2026-01-29T11:00:00
382,382,1,3,2026-01-29,TRAIL,0.0025,63.18,USD,2026-01-29T11:00:00
383,383,1,3,2026-01-29,TRAIL,0.0025,47.44,USD,2026-01-29T11:00:00
384,384,3,3,2026-01-29,TRAIL,0.003,35.13,USD,2026-01-29T11:00:00
385,385,3,2,2026-01-30,TRAIL,0.0025,108.12,USD,2026-01-30T11:00:00
386,386,1,1,2026-01-30,TRAIL,0.005,185.72,USD,2026-01-30T11:00:00
387,387,2,3,2026-01-30,TRAIL,0.0025,27.81,USD,2026-01-30T11:00:00
388,388,1,2,2026-01-30,TRAIL,0.004,120.98,USD,2026-01-30T11:00:00
389,389,1,3,2026-01-30,TRAIL,0.0025,107.61,USD,2026-01-30T11:00:00
390,390,2,2,2026-01-30,TRAIL,0.003,148.9,USD,2026-01-30T11:00:00
391,391,3,1,2026-01-30,TRAIL,0.005,179.29,USD,2026-01-30T11:00:00
392,392,2,1,2026-01-30,TRAIL,0.005,70.84,USD,2026-01-30T11:00:00
393,393,1,3,2026-01-30,TRAIL,0.004,154.7,USD,2026-01-30T11:00:00
394,394,3,2,2026-01-30,TRAIL,0.0025,62.29,USD,2026-01-30T11:00:00
395,395,3,2,2026-01-30,TRAIL,0.005,175.84,USD,2026-01-30T11:00:00
396,396,1,2,2026-01-30,TRAIL,0.004,100.96,USD,2026-01-30T11:00:00
397,397,2,3,2026-01-31,TRAIL,0.0025,106.92,USD,2026-01-31T11:00:00
398,398,3,1,2026-01-31,TRAIL,0.003,126.0,USD,2026-01-31T11:00:00
399,399,1,2,2026-01-31,TRAIL,0.003,143.83,USD,2026-01-31T11:00:00
400,400,2,2,2026-01-31,TRAIL,0.004,186.81,USD,2026-01-31T11:00:00
401,401,3,1,2026-01-31,TRAIL,0.005,226.43,USD,2026-01-31T11:00:00
402,402,3,2,2026-01-31,TRAIL,0.0025,95.02,USD,2026-01-31T11:00:00
403,403,3,1,2026-01-31,TRAIL,0.003,73.09,USD,2026-01-31T11:00:00
404,404,3,3,2026-01-31,TRAIL,0.0025,3.49,USD,2026-01-31T11:00:00
405,405,1,3,2026-01-31,TRAIL,0.0025,11.18,USD,2026-01-31T11:00:00
406,406,3,2,2026-01-31,TRAIL,0.003,46.99,USD,2026-01-31T11:00:00
407,407,2,3,2026-01-31,TRAIL,0.003,80.98,USD,2026-01-31T11:00:00
408,408,1,2,2026-01-31,TRAIL,0.005,158.88,USD,2026-01-31T11:00:00
409,409,2,3,2026-01-31,TRAIL,0.003,34.93,USD,2026-01-31T11:00:00
410,410,2,3,2026-02-01,TRAIL,0.003,144.6,USD,2026-02-01T11:00:00
411,411,2,2,2026-02-01,TRAIL,0.004,52.64,USD,2026-02-01T11:00:00
412,412,1,3,2026-02-01,TRAIL,0.003,127.52,USD,2026-02-01T11:00:00
413,413,3,3,2026-02-01,TRAIL,0.0025,94.11,USD,2026-02-01T11:00:00
414,414,2,2,2026-02-01,TRAIL,0.0025,32.03,USD,2026-02-01T11:00:00
415,415,3,1,2026-02-01,TRAIL,0.005,233.81,USD,2026-02-01T11:00:00
416,416,1,3,2026-02-01,TRAIL,0.0025,95.93,USD,2026-02-01T11:00:00
417,417,2,3,2026-02-01,TRAIL,0.0025,34.62,USD,2026-02-01T11:00:00
418,418,3,3,2026-02-01,TRAIL,0.005,179.59,USD,2026-02-01T11:00:00
419,419,1,3,2026-02-02,TRAIL,0.004,124.75,USD,2026-02-02T11:00:00
420,420,1,3,2026-02-02,TRAIL,0.004,194.97,USD,2026-02-02T11:00:00
421,421,3,3,2026-02-02,TRAIL,0.0025,104.73,USD,2026-02-02T11:00:00
422,422,2,3,2026-02-02,TRAIL,0.003,143.15,USD,2026-02-02T11:00:00
423,423,1,2,2026-02-02,TRAIL,0.003,93.01,USD,2026-02-02T11:00:00
424,424,3,1,2026-02-02,TRAIL,0.004,141.49,USD,2026-02-02T11:00:00
425,425,3,3,2026-02-02,TRAIL,0.003,108.95,USD,2026-02-02T11:00:00
426,426,1,2,2026-02-02,TRAIL,0.004,27.14,USD,2026-02-02T11:00:00
427,427,1,2,2026-02-02,TRAIL,0.0025,34.71,USD,2026-02-02T11:00:00
428,428,2,2,2026-02-02,TRAIL,0.003,11.15,USD,2026-02-02T11:00:00
429,429,1,1,2026-02-02,TRAIL,0.0025,15.11,USD,2026-02-02T11:00:00
430,430,1,3,2026-02-02,TRAIL,0.003,9.47,USD,2026-02-02T11:00:00
431,431,3,2,2026-02-02,TRAIL,0.0025,115.23,USD,2026-02-02T11:00:00
432,432,2,3,2026-02-02,TRAIL,0.005,107.75,USD,2026-02-02T11:00:00
433,433,1,1,2026-02-03,TRAIL,0.0025,17.13,USD,2026-02-03T11:00:00
434,434,1,1,2026-02-03,TRAIL,0.0025,122.72,USD,2026-02-03T11:00:00
435,435,2,2,2026-02-03,TRAIL,0.005,81.12,USD,2026-02-03T11:00:00
436,436,3,2,2026-02-03,TRAIL,0.003,85.88,USD,2026-02-03T11:00:00
437,437,2,2,2026-02-03,TRAIL,0.003,75.52,USD,2026-02-03T11:00:00
438,438,3,3,2026-02-03,TRAIL,0.005,65.06,USD,2026-02-03T11:00:00
439,439,2,1,2026-02-03,TRAIL,0.0025,80.4,USD,2026-02-03T11:00:00
440,440,3,1,2026-02-03,TRAIL,0.004,77.75,USD,2026-02-03T11:00:00
441,441,3,1,2026-02-03,TRAIL,0.0025,31.68,USD,2026-02-03T11:00:00
442,442,1,3,2026-02-03,TRAIL,0.005,15.76,USD,2026-02-03T11:00:00
443,443,3,2,2026-02-03,TRAIL,0.003,112.94,USD,2026-02-03T11:00:00
444,444,3,2,2026-02-03,TRAIL,0.003,86.47,USD,2026-02-03T11:00:00
445,445,2,2,2026-02-03,TRAIL,0.004,65.74,USD,2026-02-03T11:00:00
446,446,1,2,2026-02-04,TRAIL,0.0025,118.09,USD,2026-02-04T11:00:00
447,447,1,1,2026-02-04,TRAIL,0.004,95.35,USD,2026-02-04T11:00:00
448,448,1,1,2026-02-04,TRAIL,0.0025,59.26,USD,2026-02-04T11:00:00
449,449,2,3,2026-02-04,TRAIL,0.003,106.59,USD,2026-02-04T11:00:00
450,450,1,1,2026-02-04,TRAIL,0.0025,32.91,USD,2026-02-04T11:00:00
451,451,1,2,2026-02-04,TRAIL,0.005,247.72,USD,2026-02-04T11:00:00
452,452,1,3,2026-02-04,TRAIL,0.003,39.73,USD,2026-02-04T11:00:00
453,453,3,1,2026-02-04,TRAIL,0.003,117.8,USD,2026-02-04T11:00:00
454,454,3,2,2026-02-04,TRAIL,0.004,187.76,USD,2026-02-04T11:00:00
455,455,1,1,2026-02-04,TRAIL,0.003,32.07,USD,2026-02-04T11:00:00
456,456,1,2,2026-02-04,TRAIL,0.005,235.86,USD,2026-02-04T11:00:00
457,457,3,2,2026-02-04,TRAIL,0.004,79.01,USD,2026-02-04T11:00:00
458,458,1,1,2026-02-04,TRAIL,0.003,68.56,USD,2026-02-04T11:00:00
459,459,1,2,2026-02-05,TRAIL,0.004,111.93,USD,2026-02-05T11:00:00
460,460,1,1,2026-02-05,TRAIL,0.003,97.47,USD,2026-02-05T11:00:00
461,461,3,3,2026-02-05,TRAIL,0.004,197.92,USD,2026-02-05T11:00:00
462,462,2,3,2026-02-05,TRAIL,0.004,71.43,USD,2026-02-05T11:00:00
463,463,1,2,2026-02-05,TRAIL,0.004,66.5,USD,2026-02-05T11:00:00
464,464,3,2,2026-02-05,TRAIL,0.003,115.73,USD,2026-02-05T11:00:00
465,465,3,1,2026-02-05,TRAIL,0.0025,35.15,USD,2026-02-05T11:00:00
466,466,3,1,2026-02-05,TRAIL,0.003,147.45,USD,2026-02-05T11:00:00
467,467,1,1,2026-02-05,TRAIL,0.0025,101.26,USD,2026-02-05T11:00:00
468,468,3,3,2026-02-05,TRAIL,0.003,86.44,USD,2026-02-05T11:00:00
469,469,2,3,2026-02-05,TRAIL,0.003,75.09,USD,2026-02-05T11:00:00
470,470,2,1,2026-02-05,TRAIL,0.003,73.26,USD,2026-02-05T11:00:00
471,471,2,2,2026-02-05,TRAIL,0.004,184.08,USD,2026-02-05T11:00:00
472,472,3,1,2026-02-05,TRAIL,0.0025,88.83,USD,2026-02-05T11:00:00
473,473,3,2,2026-02-05,TRAIL,0.005,96.53,USD,2026-02-05T11:00:00
474,474,2,1,2026-02-05,TRAIL,0.005,84.04,USD,2026-02-05T11:00:00
475,475,3,2,2026-02-05,TRAIL,0.004,38.14,USD,2026-02-05T11:00:00
476,476,1,3,2026-02-05,TRAIL,0.004,38.37,USD,2026-02-05T11:00:00
477,477,1,3,2026-02-06,TRAIL,0.0025,88.5,USD,2026-02-06T11:00:00
478,478,1,3,2026-02-06,TRAIL,0.0025,101.58,USD,2026-02-06T11:00:00
479,479,2,1,2026-02-06,TRAIL,0.004,19.25,USD,2026-02-06T11:00:00
480,480,2,3,2026-02-06,TRAIL,0.004,21.39,USD,2026-02-06T11:00:00
481,481,1,1,2026-02-06,TRAIL,0.004,52.91,USD,2026-02-06T11:00:00
482,482,3,3,2026-02-06,TRAIL,0.003,59.73,USD,2026-02-06T11:00:00
483,483,3,2,2026-02-06,TRAIL,0.005,91.05,USD,2026-02-06T11:00:00
484,484,1,3,2026-02-06,TRAIL,0.0025,30.13,USD,2026-02-06T11:00:00
485,485,1,1,2026-02-06,TRAIL,0.003,142.89,USD,2026-02-06T11:00:00
486,486,1,1,2026-02-06,TRAIL,0.0025,69.51,USD,2026-02-06T11:00:00
487,487,2,3,2026-02-07,TRAIL,0.003,106.56,USD,2026-02-07T11:00:00
488,488,2,2,2026-02-07,TRAIL,0.003,17.88,USD,2026-02-07T11:00:00
489,489,3,3,2026-02-07,TRAIL,0.004,185.41,USD,2026-02-07T11:00:00
490,490,2,1,2026-02-07,TRAIL,0.005,101.26,USD,2026-02-07T11:00:00
491,491,1,1,2026-02-07,TRAIL,0.005,109.76,USD,2026-02-07T11:00:00
492,492,2,1,2026-02-07,TRAIL,0.0025,23.43,USD,2026-02-07T11:00:00
493,493,2,1,2026-02-07,TRAIL,0.004,81.9,USD,2026-02-07T11:00:00
494,494,1,3,2026-02-07,TRAIL,0.004,40.24,USD,2026-02-07T11:00:00
495,495,1,2,2026-02-07,TRAIL,0.004,90.19,USD,2026-02-07T11:00:00
496,496,1,1,2026-02-07,TRAIL,0.004,140.51,USD,2026-02-07T11:00:00
497,497,2,2,2026-02-07,TRAIL,0.005,149.48,USD,2026-02-07T11:00:00
498,498,3,2,2026-02-07,TRAIL,0.003,104.0,USD,2026-02-07T11:00:00
499,499,2,2,2026-02-07,TRAIL,0.003,135.71,USD,2026-02-07T11:00:00
500,500,3,2,2026-02-08,TRAIL,0.003,147.7,USD,2026-02-08T11:00:00
501,501,2,1,2026-02-08,TRAIL,0.003,148.28,USD,2026-02-08T11:00:00
502,502,2,2,2026-02-08,TRAIL,0.0025,91.57,USD,2026-02-08T11:00:00
503,503,1,3,2026-02-08,TRAIL,0.005,84.9,USD,2026-02-08T11:00:00
504,504,3,3,2026-02-08,TRAIL,0.005,133.03,USD,2026-02-08T11:00:00
505,505,1,1,2026-02-08,TRAIL,0.0025,73.88,USD,2026-02-08T11:00:00
506,506,3,3,2026-02-08,TRAIL,0.004,158.01,USD,2026-02-08T11:00:00
507,507,3,2,2026-02-08,TRAIL,0.0025,61.98,USD,2026-02-08T11:00:00
508,508,1,2,2026-02-08,TRAIL,0.005,156.47,USD,2026-02-08T11:00:00
509,509,3,2,2026-02-09,TRAIL,0.004,13.66,USD,2026-02-09T11:00:00
510,510,1,1,2026-02-09,TRAIL,0.005,199.44,USD,2026-02-09T11:00:00
511,511,3,3,2026-02-09,TRAIL,0.005,217.88,USD,2026-02-09T11:00:00
512,512,1,2,2026-02-09,TRAIL,0.003,64.27,USD,2026-02-09T11:00:00
513,513,1,1,2026-02-09,TRAIL,0.004,83.81,USD,2026-02-09T11:00:00
514,514,3,3,2026-02-09,TRAIL,0.005,21.08,USD,2026-02-09T11:00:00
515,515,2,3,2026-02-09,TRAIL,0.003,7.26,USD,2026-02-09T11:00:00
516,516,3,1,2026-02-09,TRAIL,0.003,10.43,USD,2026-02-09T11:00:00
517,517,1,2,2026-02-10,TRAIL,0.0025,80.34,USD,2026-02-10T11:00:00
518,518,2,2,2026-02-10,TRAIL,0.005,114.3,USD,2026-02-10T11:00:00
519,519,2,3,2026-02-10,TRAIL,0.0025,22.53,USD,2026-02-10T11:00:00
520,520,1,1,2026-02-10,TRAIL,0.003,26.95,USD,2026-02-10T11:00:00
521,521,1,3,2026-02-10,TRAIL,0.0025,27.82,USD,2026-02-10T11:00:00
522,522,1,3,2026-02-10,TRAIL,0.0025,114.16,USD,2026-02-10T11:00:00
523,523,1,2,2026-02-10,TRAIL,0.004,188.83,USD,2026-02-10T11:00:00
524,524,1,2,2026-02-10,TRAIL,0.004,93.96,USD,2026-02-10T11:00:00
525,525,1,3,2026-02-10,TRAIL,0.004,81.84,USD,2026-02-10T11:00:00
526,526,2,3,2026-02-10,TRAIL,0.005,74.26,USD,2026-02-10T11:00:00
527,527,1,2,2026-02-10,TRAIL,0.004,129.56,USD,2026-02-10T11:00:00
528,528,2,3,2026-02-10,TRAIL,0.003,98.77,USD,2026-02-10T11:00:00
529,529,2,2,2026-02-11,TRAIL,0.005,171.79,USD,2026-02-11T11:00:00
530,530,1,2,2026-02-11,TRAIL,0.003,62.48,USD,2026-02-11T11:00:00
531,531,3,3,2026-02-11,TRAIL,0.005,173.15,USD,2026-02-11T11:00:00
532,532,2,2,2026-02-11,TRAIL,0.003,127.28,USD,2026-02-11T11:00:00
533,533,1,1,2026-02-11,TRAIL,0.003,111.92,USD,2026-02-11T11:00:00
534,534,1,2,2026-02-11,TRAIL,0.004,47.56,USD,2026-02-11T11:00:00
535,535,3,2,2026-02-11,TRAIL,0.0025,74.23,USD,2026-02-11T11:00:00
536,536,2,1,2026-02-11,TRAIL,0.0025,73.99,USD,2026-02-11T11:00:00
537,537,2,3,2026-02-12,TRAIL,0.005,171.77,USD,2026-02-12T11:00:00
538,538,3,1,2026-02-12,TRAIL,0.005,54.07,USD,2026-02-12T11:00:00
539,539,1,2,2026-02-12,TRAIL,0.004,39.35,USD,2026-02-12T11:00:00
540,540,3,1,2026-02-12,TRAIL,0.003,11.53,USD,2026-02-12T11:00:00
541,541,3,1,2026-02-12,TRAIL,0.0025,21.91,USD,2026-02-12T11:00:00
542,542,2,3,2026-02-12,TRAIL,0.005,110.21,USD,2026-02-12T11:00:00
543,543,1,1,2026-02-12,TRAIL,0.0025,26.93,USD,2026-02-12T11:00:00
544,544,1,3,2026-02-12,TRAIL,0.003,102.48,USD,2026-02-12T11:00:00
545,545,1,3,2026-02-12,TRAIL,0.004,65.17,USD,2026-02-12T11:00:00
546,546,2,1,2026-02-12,TRAIL,0.004,62.45,USD,2026-02-12T11:00:00
547,547,1,3,2026-02-12,TRAIL,0.004,71.18,USD,2026-02-12T11:00:00
548,548,3,1,2026-02-12,TRAIL,0.0025,113.59,USD,2026-02-12T11:00:00
549,549,1,1,2026-02-12,TRAIL,0.003,22.29,USD,2026-02-12T11:00:00
550,550,3,2,2026-02-12,TRAIL,0.004,159.26,USD,2026-02-12T11:00:00
551,551,1,3,2026-02-12,TRAIL,0.0025,75.26,USD,2026-02-12T11:00:00
552,552,2,1,2026-02-13,TRAIL,0.004,85.69,USD,2026-02-13T11:00:00
553,553,2,3,2026-02-13,TRAIL,0.004,140.26,USD,2026-02-13T11:00:00
554,554,3,3,2026-02-13,TRAIL,0.003,79.49,USD,2026-02-13T11:00:00
555,555,3,1,2026-02-13,TRAIL,0.0025,78.17,USD,2026-02-13T11:00:00
556,556,2,1,2026-02-13,TRAIL,0.003,117.36,USD,2026-02-13T11:00:00
557,557,3,3,2026-02-13,TRAIL,0.003,26.57,USD,2026-02-13T11:00:00
558,558,3,2,2026-02-13,TRAIL,0.0025,2.84,USD,2026-02-13T11:00:00
559,559,1,3,2026-02-13,TRAIL,0.0025,118.81,USD,2026-02-13T11:00:00
560,560,3,3,2026-02-13,TRAIL,0.004,54.15,USD,2026-02-13T11:00:00
561,561,3,2,2026-02-13,TRAIL,0.004,163.38,USD,2026-02-13T11:00:00
562,562,1,3,2026-02-13,TRAIL,0.0025,92.97,USD,2026-02-13T11:00:00
563,563,3,1,2026-02-13,TRAIL,0.005,46.78,USD,2026-02-13T11:00:00
564,564,2,2,2026-02-13,TRAIL,0.003,16.66,USD,2026-02-13T11:00:00
565,565,3,2,2026-02-13,TRAIL,0.005,116.85,USD,2026-02-13T11:00:00
566,566,3,3,2026-02-13,TRAIL,0.0025,22.93,USD,2026-02-13T11:00:00
567,567,2,1,2026-02-13,TRAIL,0.005,149.73,USD,2026-02-13T11:00:00
568,568,1,3,2026-02-13,TRAIL,0.003,55.71,USD,2026-02-13T11:00:00
569,569,2,2,2026-02-13,TRAIL,0.004,84.61,USD,2026-02-13T11:00:00
570,570,1,1,2026-02-14,TRAIL,0.003,102.66,USD,2026-02-14T11:00:00
571,571,2,2,2026-02-14,TRAIL,0.005,173.62,USD,2026-02-14T11:00:00
572,572,2,3,2026-02-14,TRAIL,0.005,89.71,USD,2026-02-14T11:00:00
573,573,1,3,2026-02-14,TRAIL,0.003,93.1,USD,2026-02-14T11:00:00
574,574,3,2,2026-02-14,TRAIL,0.005,218.01,USD,2026-02-14T11:00:00
575,575,1,1,2026-02-14,TRAIL,0.005,73.15,USD,2026-02-14T11:00:00
576,576,3,1,2026-02-14,TRAIL,0.0025,56.91,USD,2026-02-14T11:00:00
577,577,2,2,2026-02-14,TRAIL,0.0025,122.63,USD,2026-02-14T11:00:00
578,578,3,2,2026-02-14,TRAIL,0.0025,70.75,USD,2026-02-14T11:00:00
579,579,2,3,2026-02-14,TRAIL,0.005,223.08,USD,2026-02-14T11:00:00
580,580,3,2,2026-02-14,TRAIL,0.004,164.05,USD,2026-02-14T11:00:00
581,581,2,3,2026-02-14,TRAIL,0.005,180.58,USD,2026-02-14T11:00:00
582,582,3,1,2026-02-14,TRAIL,0.004,47.46,USD,2026-02-14T11:00:00
583,583,2,3,2026-02-14,TRAIL,0.005,31.05,USD,2026-02-14T11:00:00
584,584,2,3,2026-02-14,TRAIL,0.003,63.15,USD,2026-02-14T11:00:00
585,585,2,1,2026-02-14,TRAIL,0.003,60.76,USD,2026-02-14T11:00:00
586,586,3,2,2026-02-14,TRAIL,0.0025,53.27,USD,2026-02-14T11:00:00
587,587,1,2,2026-02-14,TRAIL,0.005,149.38,USD,2026-02-14T11:00:00
588,588,3,3,2026-02-15,TRAIL,0.005,234.15,USD,2026-02-15T11:00:00
589,589,3,1,2026-02-15,TRAIL,0.0025,23.77,USD,2026-02-15T11:00:00
590,590,1,3,2026-02-15,TRAIL,0.005,221.26,USD,2026-02-15T11:00:00
591,591,3,3,2026-02-15,TRAIL,0.004,153.43,USD,2026-02-15T11:00:00
592,592,1,2,2026-02-15,TRAIL,0.004,31.08,USD,2026-02-15T11:00:00
593,593,3,3,2026-02-15,TRAIL,0.003,107.65,USD,2026-02-15T11:00:00
594,594,2,1,2026-02-15,TRAIL,0.003,45.72,USD,2026-02-15T11:00:00
595,595,3,3,2026-02-15,TRAIL,0.004,38.85,USD,2026-02-15T11:00:00
596,596,3,2,2026-02-16,TRAIL,0.005,147.79,USD,2026-02-16T11:00:00
597,597,1,3,2026-02-16,TRAIL,0.005,135.81,USD,2026-02-16T11:00:00
598,598,3,3,2026-02-16,TRAIL,0.0025,49.16,USD,2026-02-16T11:00:00
599,599,2,2,2026-02-16,TRAIL,0.004,35.54,USD,2026-02-16T11:00:00
600,600,1,1,2026-02-16,TRAIL,0.0025,38.65,USD,2026-02-16T11:00:00
601,601,3,2,2026-02-16,TRAIL,0.003,130.6,USD,2026-02-16T11:00:00
602,602,1,3,2026-02-16,TRAIL,0.004,50.57,USD,2026-02-16T11:00:00
603,603,3,3,2026-02-16,TRAIL,0.004,78.79,USD,2026-02-16T11:00:00
604,604,2,1,2026-02-16,TRAIL,0.005,66.58,USD,2026-02-16T11:00:00
605,605,3,3,2026-02-17,TRAIL,0.003,57.06,USD,2026-02-17T11:00:00
606,606,1,3,2026-02-17,TRAIL,0.0025,38.54,USD,2026-02-17T11:00:00
607,607,1,1,2026-02-17,TRAIL,0.004,27.39,USD,2026-02-17T11:00:00
608,608,2,2,2026-02-17,TRAIL,0.004,118.46,USD,2026-02-17T11:00:00
609,609,2,3,2026-02-17,TRAIL,0.0025,7.39,USD,2026-02-17T11:00:00
610,610,1,3,2026-02-17,TRAIL,0.004,133.73,USD,2026-02-17T11:00:00
611,611,1,3,2026-02-17,TRAIL,0.0025,29.45,USD,2026-02-17T11:00:00
612,612,3,1,2026-02-17,TRAIL,0.003,81.94,USD,2026-02-17T11:00:00
613,613,1,3,2026-02-17,TRAIL,0.005,93.4,USD,2026-02-17T11:00:00
614,614,2,3,2026-02-17,TRAIL,0.003,101.33,USD,2026-02-17T11:00:00
615,615,3,3,2026-02-17,TRAIL,0.0025,49.22,USD,2026-02-17T11:00:00
